	playerID	yearID_x	stint	teamID_x	lgID_x	G	AB	R	H	2B	3B	HR	RBI	SB	CS	BB	SO	IBB	HBP	SH	SF	GIDP	yearID_y	teamID_y	lgID_y	G_all	GS	G_batting	G_defense	G_p	G_c	G_1b	G_2b	G_3b	G_ss	G_lf	G_cf	G_rf	G_of	G_dh	G_ph	G_pr
963	meadobr01	2004	1	PIT	NL	68	3	0	0	0	0	0	1.0	0.0	0.0	1	3.0	0.0	0.0	0.0	0.0	0.0	2004	PIT	NL	68	0.0	65	68.0	68	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
966	melhuad01	2004	1	OAK	AL	69	214	23	55	11	0	11	31.0	0.0	1.0	16	47.0	1.0	0.0	1.0	0.0	4.0	2004	OAK	AL	69	53.0	69	67.0	0	64	1	0	3	0	0	0	0	0	0.0	6.0	0.0
967	menchke01	2004	1	TEX	AL	125	438	69	122	30	3	26	71.0	0.0	0.0	33	63.0	2.0	6.0	0.0	4.0	6.0	2004	TEX	AL	125	116.0	125	109.0	0	0	0	0	0	0	53	5	62	109	14.0	7.0	0.0
969	menecfr01	2004	1	OAK	AL	13	33	0	3	0	0	0	1.0	0.0	0.0	1	8.0	0.0	1.0	0.0	0.0	2.0	2004	OAK	AL	13	9.0	13	12.0	0	0	0	12	0	0	0	0	0	0	0.0	0.0	1.0
973	merckke01	2004	1	CHN	NL	71	2	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	CHN	NL	71	0.0	66	71.0	71	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
974	merlolo01	2004	1	CLE	AL	71	190	25	55	12	1	4	28.0	1.0	2.0	14	41.0	1.0	3.0	4.0	3.0	9.0	2004	CLE	AL	71	52.0	71	59.0	0	0	42	7	10	0	4	0	0	4	3.0	10.0	3.0
977	micelda01	2004	1	HOU	NL	74	2	0	1	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	HOU	NL	74	0.0	72	74.0	74	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
978	michaja01	2004	1	PHI	NL	115	299	44	82	12	0	10	40.0	2.0	2.0	42	80.0	1.0	2.0	0.0	3.0	3.0	2004	PHI	NL	115	69.0	115	78.0	0	0	0	0	0	0	39	44	12	78	1.0	39.0	0.0
979	mientdo01	2004	1	MIN	AL	78	284	34	70	18	0	5	25.0	2.0	2.0	38	38.0	2.0	3.0	2.0	1.0	9.0	2004	BOS	AL	49	27.0	49	47.0	0	0	47	1	0	0	0	0	0	0	0.0	3.0	2.0
983	milesaa01	2004	1	COL	NL	134	522	75	153	15	3	6	47.0	12.0	7.0	29	53.0	0.0	2.0	7.0	6.0	12.0	2004	COL	NL	134	116.0	134	128.0	0	0	0	128	0	0	0	0	0	0	0.0	12.0	1.0
984	millake01	2004	1	BOS	AL	150	508	74	151	36	0	18	74.0	1.0	1.0	57	91.0	0.0	17.0	0.0	6.0	16.0	2004	BOS	AL	150	140.0	150	137.0	0	0	69	0	0	0	20	0	55	74	8.0	7.0	0.0
985	milleco01	2004	1	CIN	NL	13	39	2	1	0	0	0	3.0	0.0	0.0	6	12.0	0.0	3.0	0.0	1.0	3.0	2004	CIN	NL	13	12.0	13	12.0	0	12	0	0	0	0	0	0	0	0	0.0	1.0	0.0
986	milleda02	2004	1	OAK	AL	110	397	39	108	25	0	9	58.0	0.0	1.0	39	87.0	0.0	2.0	2.0	2.0	19.0	2004	OAK	AL	110	109.0	110	109.0	0	109	0	0	0	0	0	0	0	0	0.0	1.0	0.0
990	millewa04	2004	1	HOU	NL	16	27	2	7	0	0	0	3.0	0.0	0.0	0	6.0	0.0	0.0	8.0	0.0	0.0	2004	HOU	NL	16	15.0	14	15.0	15	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0
991	millwke01	2004	1	PHI	NL	25	46	0	8	2	0	0	1.0	0.0	0.0	2	26.0	0.0	0.0	5.0	0.0	1.0	2004	PHI	NL	25	25.0	24	25.0	25	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
992	miltoer01	2004	1	PHI	NL	34	65	4	10	1	0	0	5.0	0.0	0.0	4	29.0	0.0	0.0	5.0	1.0	0.0	2004	PHI	NL	34	34.0	33	34.0	34	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
993	minorda01	2004	1	SFN	NL	24	58	8	14	2	0	0	6.0	0.0	0.0	12	18.0	0.0	4.0	0.0	0.0	2.0	2004	SFN	NL	24	16.0	24	17.0	0	0	17	0	0	0	0	0	0	0	1.0	8.0	0.0
994	mirabdo01	2004	1	BOS	AL	59	160	27	45	12	0	9	32.0	0.0	0.0	19	46.0	0.0	3.0	0.0	0.0	5.0	2004	BOS	AL	59	42.0	59	53.0	0	53	0	0	0	0	0	0	0	0	4.0	4.0	1.0
995	mitrese01	2004	1	CHN	NL	13	15	0	1	1	0	0	0.0	0.0	0.0	1	8.0	0.0	0.0	3.0	0.0	0.0	2004	CHN	NL	13	9.0	13	12.0	12	0	0	0	0	0	0	0	0	0	0.0	0.0	1.0
996	moellch01	2004	1	MIL	NL	101	317	25	66	13	1	5	27.0	0.0	1.0	21	74.0	1.0	4.0	6.0	1.0	12.0	2004	MIL	NL	101	92.0	101	100.0	0	100	0	0	0	0	0	0	0	0	0.0	1.0	0.0
997	mohrdu01	2004	1	SFN	NL	117	263	52	72	20	1	7	28.0	0.0	3.0	46	64.0	3.0	8.0	4.0	3.0	5.0	2004	SFN	NL	117	64.0	117	95.0	0	0	0	0	0	0	43	6	55	95	2.0	26.0	5.0
998	molinbe01	2004	1	ANA	AL	97	337	36	93	13	0	10	54.0	0.0	1.0	18	35.0	1.0	2.0	2.0	4.0	18.0	2004	ANA	AL	97	91.0	97	89.0	0	89	0	0	0	0	0	0	0	0	5.0	6.0	0.0
999	molinjo01	2004	1	ANA	AL	73	203	26	53	10	2	3	25.0	4.0	1.0	10	52.0	0.0	0.0	5.0	0.0	6.0	2004	ANA	AL	73	57.0	73	72.0	0	70	2	0	0	0	0	0	0	0	1.0	0.0	2.0
1000	molinya01	2004	1	SLN	NL	51	135	12	36	6	0	2	15.0	0.0	1.0	13	20.0	3.0	0.0	2.0	1.0	4.0	2004	SLN	NL	51	39.0	51	51.0	0	51	0	0	0	0	0	0	0	0	0.0	1.0	0.0
1001	mondera01	2004	1	PIT	NL	26	99	8	28	8	0	2	14.0	0.0	2.0	11	27.0	0.0	0.0	0.0	0.0	1.0	2004	ANA	AL	8	8.0	8	7.0	0	0	0	0	0	0	0	7	0	7	1.0	0.0	0.0
1005	monrocr01	2004	1	DET	AL	128	447	65	131	27	3	18	72.0	3.0	4.0	29	79.0	1.0	2.0	0.0	3.0	8.0	2004	DET	AL	128	115.0	128	125.0	0	0	0	0	0	0	65	27	51	125	2.0	5.0	2.0
1006	morame01	2004	1	BAL	AL	140	550	111	187	41	0	27	104.0	11.0	6.0	66	95.0	0.0	11.0	6.0	3.0	10.0	2004	BAL	AL	140	138.0	140	137.0	0	0	0	0	137	1	0	0	0	0	1.0	2.0	0.0
1007	mordemi01	2004	1	FLO	NL	69	84	7	19	3	0	1	5.0	0.0	1.0	6	18.0	0.0	0.0	0.0	0.0	1.0	2004	FLO	NL	69	6.0	69	26.0	0	1	0	4	19	3	0	0	0	0	0.0	45.0	7.0
1008	morenor01	2004	1	NYN	NL	33	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	NYN	NL	33	0.0	32	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1009	morneju01	2004	1	MIN	AL	74	280	39	76	17	0	19	58.0	0.0	0.0	28	54.0	8.0	2.0	0.0	2.0	4.0	2004	MIN	AL	74	72.0	74	61.0	0	0	61	0	0	0	0	0	0	0	11.0	2.0	0.0
1010	morrima01	2004	1	SLN	NL	32	62	4	10	1	0	0	6.0	0.0	0.0	4	26.0	0.0	0.0	8.0	1.0	0.0	2004	SLN	NL	32	32.0	31	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1012	motagu01	2004	1	LAN	NL	52	6	0	0	0	0	0	0.0	0.0	0.0	0	5.0	0.0	0.0	0.0	0.0	0.0	2004	FLO	NL	26	0.0	26	26.0	26	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1016	mottoch01	2004	1	BAL	AL	6	14	2	2	1	0	1	3.0	0.0	0.0	2	3.0	0.0	0.0	0.0	0.0	1.0	2004	BAL	AL	6	3.0	6	5.0	0	0	0	0	0	0	3	0	2	5	0.0	1.0	0.0
1017	moyerja01	2004	1	SEA	AL	34	2	0	1	0	0	0	2.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	SEA	AL	34	33.0	2	34.0	34	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1018	muellbi02	2004	1	BOS	AL	110	399	75	113	27	1	12	57.0	2.0	2.0	51	56.0	1.0	4.0	0.0	6.0	8.0	2004	BOS	AL	110	108.0	110	110.0	0	0	0	14	96	0	0	0	0	0	0.0	1.0	0.0
1019	muldema01	2004	1	OAK	AL	33	4	2	0	0	0	0	0.0	0.0	0.0	1	3.0	0.0	1.0	0.0	0.0	0.0	2004	OAK	AL	33	33.0	2	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1020	mulhote01	2004	1	MIN	AL	39	2	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	MIN	AL	39	15.0	4	39.0	39	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1021	munozar01	2004	1	CHA	AL	11	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	CHA	AL	11	1.0	1	11.0	11	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1022	munrope01	2004	1	HOU	NL	22	29	4	2	0	0	0	1.0	0.0	0.0	2	10.0	0.0	0.0	3.0	1.0	0.0	2004	HOU	NL	22	19.0	21	21.0	21	0	0	0	0	0	0	0	0	0	0.0	0.0	1.0
1023	munsoer01	2004	1	DET	AL	109	321	36	68	14	2	19	49.0	1.0	1.0	29	90.0	3.0	6.0	1.0	0.0	1.0	2004	DET	AL	109	88.0	109	95.0	0	1	0	0	94	0	0	0	0	0	7.0	17.0	0.0
1024	murphdo01	2004	1	KCA	AL	7	27	1	5	3	0	0	3.0	1.0	0.0	0	7.0	0.0	0.0	0.0	0.0	1.0	2004	KCA	AL	7	7.0	7	7.0	0	0	0	7	0	0	0	0	0	0	0.0	0.0	0.0
1025	murraca01	2004	1	CHN	NL	11	5	2	1	0	0	0	1.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	2004	CHN	NL	11	0.0	11	8.0	0	0	0	0	0	0	1	5	2	8	0.0	2.0	3.0
1026	mussimi01	2004	1	NYA	AL	27	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	NYA	AL	27	27.0	1	27.0	27	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1027	myersbr01	2004	1	PHI	NL	32	51	6	10	4	0	0	1.0	0.0	0.0	2	17.0	0.0	0.0	8.0	0.0	2.0	2004	PHI	NL	32	31.0	29	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1028	myersgr01	2004	1	TOR	AL	8	18	0	4	2	0	0	1.0	0.0	0.0	2	4.0	0.0	0.0	0.0	0.0	1.0	2004	TOR	AL	8	5.0	8	4.0	0	4	0	0	0	0	0	0	0	0	1.0	3.0	0.0
1035	nadyxa01	2004	1	SDN	NL	34	77	7	19	4	0	3	9.0	0.0	0.0	5	13.0	0.0	1.0	1.0	0.0	4.0	2004	SDN	NL	34	17.0	34	22.0	0	0	0	0	0	0	18	4	2	22	2.0	11.0	2.0
1036	nageocl01	2004	1	SEA	AL	12	2	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	SEA	AL	12	5.0	1	12.0	12	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1040	nathajo01	2004	1	MIN	AL	73	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	MIN	AL	73	0.0	4	73.0	73	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1041	navardi01	2004	1	NYA	AL	5	7	2	3	0	0	0	1.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	1.0	2004	NYA	AL	5	1.0	5	4.0	0	4	0	0	0	0	0	0	0	0	0.0	1.0	0.0
1046	nevinph01	2004	1	SDN	NL	147	547	78	158	31	1	26	105.0	0.0	0.0	66	121.0	5.0	5.0	0.0	5.0	16.0	2004	SDN	NL	147	144.0	147	144.0	0	1	144	0	0	0	0	0	0	0	2.0	2.0	0.0
1047	newhada01	2004	1	BAL	AL	95	373	66	116	15	7	8	54.0	11.0	1.0	27	72.0	0.0	4.0	5.0	3.0	4.0	2004	BAL	AL	95	88.0	95	59.0	0	0	2	0	17	0	19	0	24	42	32.0	4.0	1.0
1052	nivarra01	2004	1	TEX	AL	7	18	3	4	0	0	0	4.0	1.0	1.0	0	7.0	0.0	0.0	2.0	1.0	0.0	2004	TEX	AL	7	6.0	7	6.0	0	0	0	0	0	0	0	6	0	6	0.0	0.0	1.0
1053	nixla01	2004	1	TEX	AL	115	371	58	92	20	4	14	46.0	1.0	1.0	23	113.0	4.0	2.0	1.0	3.0	6.0	2004	TEX	AL	115	100.0	115	114.0	0	0	0	0	0	0	0	111	3	114	0.0	8.0	0.0
1054	nixontr01	2004	1	BOS	AL	48	149	24	47	9	1	6	23.0	0.0	0.0	15	24.0	1.0	1.0	0.0	2.0	3.0	2004	BOS	AL	48	37.0	48	40.0	0	0	0	0	0	0	0	0	40	40	3.0	11.0	0.0
1055	nomohi01	2004	1	LAN	NL	18	26	2	3	0	0	1	1.0	0.0	0.0	0	17.0	0.0	0.0	1.0	0.0	0.0	2004	LAN	NL	18	18.0	16	18.0	18	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1056	nortogr01	2004	1	DET	AL	41	86	9	15	1	0	2	2.0	0.0	0.0	12	21.0	1.0	0.0	1.0	0.0	3.0	2004	DET	AL	41	19.0	41	28.0	0	0	7	0	18	0	6	0	0	6	7.0	15.0	0.0
1059	nunezab01	2004	1	PIT	NL	112	182	17	43	9	0	2	13.0	1.0	3.0	10	36.0	0.0	0.0	2.0	1.0	8.0	2004	PIT	NL	112	29.0	112	49.0	1	0	0	32	6	13	0	0	0	0	1.0	68.0	1.0
1060	nunezab02	2004	1	FLO	NL	58	64	9	11	1	1	1	5.0	1.0	2.0	9	21.0	0.0	0.0	2.0	0.0	3.0	2004	FLO	NL	58	12.0	58	48.0	0	0	0	0	0	0	28	0	20	48	0.0	9.0	11.0
1066	obermwe01	2004	1	MIL	NL	26	39	2	15	3	0	0	5.0	0.0	0.0	1	14.0	0.0	0.0	2.0	0.0	1.0	2004	MIL	NL	26	20.0	24	25.0	25	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0
1067	offerjo01	2004	1	MIN	AL	77	172	22	44	14	2	2	22.0	1.0	1.0	29	31.0	2.0	0.0	1.0	0.0	1.0	2004	MIN	AL	77	39.0	77	9.0	0	0	7	3	0	0	0	0	0	0	39.0	36.0	1.0
1068	ohkato01	2004	1	MON	NL	15	25	0	2	0	0	0	0.0	1.0	0.0	1	8.0	0.0	0.0	0.0	0.0	0.0	2004	MON	NL	15	15.0	14	15.0	15	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1069	ojedaau01	2004	1	MIN	AL	30	59	16	20	1	0	2	7.0	1.0	1.0	10	3.0	0.0	0.0	2.0	1.0	0.0	2004	MIN	AL	30	16.0	30	29.0	0	0	0	20	4	7	0	0	0	0	0.0	0.0	6.0
1070	ojedami01	2004	1	SDN	NL	62	156	23	40	3	0	8	26.0	0.0	0.0	15	34.0	1.0	1.0	0.0	2.0	1.0	2004	SDN	NL	62	37.0	62	50.0	0	50	0	0	0	0	0	0	0	0	0.0	17.0	0.0
1071	olerujo01	2004	1	SEA	AL	78	261	29	64	13	1	5	22.0	0.0	0.0	40	41.0	3.0	6.0	1.0	4.0	6.0	2004	NYA	AL	49	47.0	49	47.0	0	0	47	0	0	0	0	0	0	0	0.0	2.0	0.0
1075	oliveda02	2004	1	FLO	NL	18	19	0	3	0	0	0	1.0	0.0	0.0	0	8.0	0.0	0.0	2.0	0.0	2.0	2004	FLO	NL	18	8.0	15	18.0	18	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0
1079	olivomi01	2004	1	CHA	AL	46	141	21	38	7	2	7	26.0	5.0	4.0	10	29.0	1.0	0.0	4.0	1.0	2.0	2004	CHA	AL	46	40.0	46	46.0	0	46	0	0	0	0	0	0	0	0	0.0	2.0	2.0
1083	olmedra01	2004	1	CIN	NL	8	1	0	0	0	0	0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	2004	CIN	NL	8	0.0	8	7.0	0	0	0	0	0	7	0	0	0	0	0.0	1.0	0.0
1084	olsonti01	2004	1	ARI	NL	48	97	8	18	7	0	2	5.0	1.0	0.0	16	18.0	0.0	0.0	1.0	0.0	4.0	2004	ARI	NL	48	23.0	48	37.0	0	0	0	0	19	17	1	2	1	4	0.0	11.0	1.0
1085	ordonma01	2004	1	CHA	AL	52	202	32	59	8	2	9	37.0	0.0	2.0	16	22.0	2.0	3.0	0.0	1.0	4.0	2004	CHA	AL	52	50.0	52	43.0	0	0	0	0	0	0	0	0	43	43	7.0	2.0	0.0
1086	ordonre01	2004	1	CHN	NL	23	61	2	10	3	0	1	5.0	0.0	0.0	2	14.0	0.0	0.0	4.0	0.0	1.0	2004	CHN	NL	23	17.0	23	22.0	0	0	0	0	0	22	0	0	0	0	0.0	1.0	0.0
1088	ortizda01	2004	1	BOS	AL	150	582	94	175	47	3	41	139.0	0.0	0.0	75	133.0	8.0	4.0	0.0	8.0	12.0	2004	BOS	AL	150	145.0	150	34.0	0	0	34	0	0	0	0	0	0	0	115.0	5.0	0.0
1089	ortizra01	2004	1	ANA	AL	34	3	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	1.0	2004	ANA	AL	34	14.0	1	34.0	34	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1090	ortizru01	2004	1	ATL	NL	34	59	1	6	2	0	0	1.0	0.0	0.0	1	17.0	0.0	1.0	10.0	0.0	1.0	2004	ATL	NL	34	34.0	32	34.0	34	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1092	osikke01	2004	1	BAL	AL	11	25	0	2	0	0	0	0.0	0.0	0.0	0	7.0	0.0	0.0	0.0	0.0	1.0	2004	BAL	AL	11	6.0	11	11.0	0	11	0	0	0	0	0	0	0	0	0.0	1.0	0.0
1094	oswalro01	2004	1	HOU	NL	36	71	1	10	1	0	0	6.0	0.0	0.0	3	16.0	0.0	1.0	13.0	1.0	1.0	2004	HOU	NL	36	35.0	35	36.0	36	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1095	otsukak01	2004	1	SDN	NL	73	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	SDN	NL	73	0.0	69	73.0	73	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1096	overbly01	2004	1	MIL	NL	159	579	83	174	53	1	16	87.0	2.0	1.0	81	128.0	9.0	2.0	0.0	6.0	11.0	2004	MIL	NL	159	150.0	159	158.0	0	0	158	0	0	0	0	0	0	0	0.0	4.0	0.0
1101	padilvi01	2004	1	PHI	NL	20	35	2	4	0	0	0	3.0	0.0	0.0	2	17.0	0.0	0.0	3.0	0.0	0.0	2004	PHI	NL	20	20.0	20	20.0	20	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1102	palmeor01	2004	1	HOU	NL	102	133	19	32	5	0	3	12.0	2.0	1.0	18	19.0	1.0	3.0	2.0	0.0	1.0	2004	HOU	NL	102	17.0	102	37.0	0	0	0	0	0	0	20	4	13	37	0.0	76.0	1.0
1103	palmera01	2004	1	BAL	AL	154	550	68	142	29	0	23	88.0	2.0	1.0	86	61.0	15.0	6.0	0.0	9.0	15.0	2004	BAL	AL	154	147.0	154	130.0	0	0	130	0	0	0	0	0	0	0	20.0	7.0	0.0
1106	parrijo01	2004	1	BAL	AL	56	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	BAL	AL	56	1.0	6	56.0	56	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1107	pascuva01	2004	1	MON	NL	32	62	6	11	1	0	2	6.0	1.0	0.0	10	22.0	1.0	1.0	0.0	1.0	3.0	2004	MON	NL	32	17.0	32	19.0	0	0	5	0	0	0	4	0	13	17	0.0	13.0	0.0
1108	patteco01	2004	1	CHN	NL	157	631	91	168	33	6	24	72.0	32.0	9.0	45	168.0	7.0	5.0	5.0	1.0	7.0	2004	CHN	NL	157	152.0	157	157.0	0	0	0	0	0	0	0	157	0	157	0.0	2.0	0.0
1110	pattejo02	2004	1	MON	NL	19	33	0	4	0	0	0	1.0	0.0	0.0	1	17.0	0.0	0.0	5.0	0.0	2.0	2004	MON	NL	19	19.0	19	19.0	19	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1111	pauljo01	2004	1	ANA	AL	46	70	11	17	3	0	2	10.0	2.0	1.0	7	17.0	0.0	0.0	3.0	1.0	2.0	2004	ANA	AL	46	18.0	46	41.0	0	37	0	0	0	0	4	0	0	4	2.0	7.0	8.0
1112	pavanca01	2004	1	FLO	NL	31	68	4	13	3	0	2	6.0	0.0	0.0	1	24.0	0.0	1.0	9.0	0.0	1.0	2004	FLO	NL	31	31.0	29	31.0	31	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1113	paytoja01	2004	1	SDN	NL	143	458	57	119	17	4	8	55.0	2.0	0.0	43	56.0	2.0	4.0	2.0	4.0	12.0	2004	SDN	NL	143	116.0	143	137.0	0	0	0	0	0	0	9	128	0	137	1.0	11.0	0.0
1115	peavyja01	2004	1	SDN	NL	27	59	5	10	1	0	0	3.0	0.0	0.0	4	17.0	0.0	0.0	5.0	0.0	1.0	2004	SDN	NL	27	27.0	27	27.0	27	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1116	pelloki01	2004	1	COL	NL	59	121	15	29	5	1	2	10.0	1.0	0.0	8	43.0	1.0	4.0	0.0	0.0	3.0	2004	COL	NL	59	26.0	59	46.0	0	4	5	0	4	0	11	0	27	36	0.0	20.0	1.0
1117	penaca01	2004	1	DET	AL	142	481	89	116	22	4	27	82.0	7.0	1.0	70	146.0	2.0	3.0	2.0	5.0	11.0	2004	DET	AL	142	135.0	142	135.0	0	0	135	0	0	0	0	0	0	0	5.0	6.0	0.0
1118	penawi01	2004	1	CIN	NL	110	336	45	87	10	1	26	66.0	5.0	2.0	22	108.0	1.0	6.0	0.0	0.0	7.0	2004	CIN	NL	110	85.0	110	91.0	0	0	0	0	0	0	1	46	51	91	0.0	21.0	2.0
1119	pennybr01	2004	1	FLO	NL	21	47	1	3	0	0	0	1.0	0.0	0.0	0	13.0	0.0	0.0	1.0	0.0	1.0	2004	FLO	NL	21	21.0	20	21.0	21	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1123	peraljh01	2004	1	CLE	AL	8	25	2	6	1	0	0	2.0	0.0	1.0	3	6.0	0.0	0.0	0.0	0.0	0.0	2004	CLE	AL	8	7.0	8	8.0	0	0	0	0	2	7	0	0	0	0	0.0	0.0	0.0
1125	perezan01	2004	1	LAN	NL	13	13	5	3	1	0	0	0.0	1.0	0.0	0	5.0	0.0	1.0	0.0	0.0	0.0	2004	LAN	NL	13	0.0	13	2.0	0	0	0	2	0	1	0	0	0	0	0.0	8.0	3.0
1126	perezed01	2004	1	TBA	AL	13	38	2	8	2	0	1	7.0	0.0	0.0	4	9.0	0.0	0.0	0.0	0.0	1.0	2004	TBA	AL	13	10.0	13	8.0	0	0	5	0	1	0	2	0	1	3	3.0	3.0	0.0
1127	perezed02	2004	1	ATL	NL	74	170	14	39	12	0	3	13.0	0.0	0.0	11	29.0	1.0	3.0	3.0	1.0	5.0	2004	ATL	NL	74	42.0	74	67.0	0	66	1	0	0	0	0	0	0	0	0.0	9.0	2.0
1128	perezne01	2004	1	SFN	NL	103	319	28	74	12	1	2	33.0	0.0	1.0	21	35.0	3.0	0.0	9.0	4.0	7.0	2004	CHN	NL	23	13.0	23	21.0	0	0	0	2	0	19	0	0	0	0	0.0	4.0	2.0
1132	perezod01	2004	1	LAN	NL	31	62	5	7	2	0	0	2.0	0.0	0.0	2	17.0	0.0	0.0	6.0	0.0	2.0	2004	LAN	NL	31	31.0	30	31.0	31	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1133	perezol01	2004	1	PIT	NL	31	58	2	11	0	0	0	0.0	0.0	0.0	4	22.0	0.0	0.0	10.0	0.0	0.0	2004	PIT	NL	31	30.0	30	30.0	30	0	0	0	0	0	0	0	0	0	0.0	0.0	1.0
1134	perezti01	2004	1	CHA	AL	103	293	38	72	12	0	5	40.0	3.0	1.0	15	29.0	0.0	2.0	9.0	2.0	9.0	2004	CHA	AL	103	70.0	103	80.0	0	0	0	0	0	0	12	25	49	80	6.0	27.0	4.0
1135	perezto03	2004	1	PHI	NL	86	176	22	38	13	2	6	21.0	0.0	0.0	9	44.0	2.0	1.0	3.0	1.0	2.0	2004	PHI	NL	86	33.0	86	59.0	0	0	10	17	22	10	0	0	0	0	0.0	29.0	1.0
1137	perryhe01	2004	1	TEX	AL	49	134	13	30	2	1	5	17.0	0.0	0.0	14	19.0	0.0	3.0	0.0	2.0	3.0	2004	TEX	AL	49	35.0	49	20.0	0	0	15	0	6	0	0	0	0	0	21.0	12.0	0.0
1139	pettian01	2004	1	HOU	NL	15	23	0	4	1	0	0	2.0	0.0	0.0	3	5.0	0.0	0.0	3.0	0.0	1.0	2004	HOU	NL	15	15.0	15	15.0	15	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1140	phelpjo01	2004	1	TOR	AL	79	295	38	70	13	2	12	51.0	0.0	0.0	18	73.0	2.0	7.0	0.0	1.0	9.0	2004	CLE	AL	24	20.0	24	8.0	0	0	8	0	0	0	0	0	0	0	16.0	3.0	0.0
1144	phelpto01	2004	1	FLO	NL	19	6	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	FLO	NL	19	4.0	18	19.0	19	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1145	phelptr01	2004	1	MIL	NL	4	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	MIL	NL	4	0.0	4	4.0	4	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1146	phillan01	2004	1	NYA	AL	5	8	1	2	0	0	1	2.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	1.0	2004	NYA	AL	5	2.0	5	4.0	0	0	0	0	4	0	0	0	0	0	1.0	1.0	1.0
1147	phillbr01	2004	1	CLE	AL	6	22	1	4	2	0	0	1.0	0.0	2.0	2	5.0	0.0	0.0	0.0	0.0	1.0	2004	CLE	AL	6	6.0	6	6.0	0	0	0	6	0	0	0	0	0	0	0.0	0.0	0.0
1148	phillja04	2004	1	NYN	NL	128	362	34	79	18	0	7	34.0	0.0	1.0	35	42.0	4.0	8.0	2.0	5.0	11.0	2004	NYN	NL	128	101.0	128	119.0	0	87	38	0	0	0	0	0	0	0	0.0	11.0	0.0
